name,property_type,room_type,bedrooms,beds,bed_type,bathrooms,minimum_nights,maximum_nights,cancellation_policy,price,security_deposit,cleaning_fee,extra_people,guests_included,street,sub_urban,government_area,country_code,market,latitude,longitude,host_id,host_name,host_location,host_neighbourhood,host_identity_verified,host_is_superhost,host_response_rate,avilability_30,avilability_60,avilability_90,avilability_365,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating,total_reviews
"Comfortable Apartment, Next to Galata Tower",Apartment,Entire home/apt,1.0,1,Real Bed,1.0,2,1125,flexible,200.0,0.0,0.0,0,1,"Istanbul, İstanbul, Turkey",Karaköy,Beyoglu,TR,Istanbul,41.02771,28.9729,30039175,Talha,TR,-,no,no,0.0,29,59,89,89,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Habitacion cerca a la playa room by the beach,Apartment,Private room,1.0,1,Real Bed,1.5,1,1125,flexible,23.0,0.0,0.0,0,1,"Barcelona, Catalunya, Spain",La Vila Olímpica,la Vila Olímpica del Poblenou,ES,Barcelona,41.39212,2.19072,228005924,Cris,ES,La Vila Olímpica,no,no,33.0,1,1,1,128,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Lorikeet blue,Apartment,Private room,1.0,1,Real Bed,1.0,2,30,flexible,45.0,0.0,0.0,0,1,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PT,Porto,41.14877,-8.60881,26373030,Rita,Portugal PT,-,yes,no,100.0,0,0,0,31,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
CİHANGİR MERKEZDE HARİKA APART DAİRELER,Aparthotel,Entire home/apt,1.0,0,Real Bed,1.0,1,1125,flexible,174.0,0.0,0.0,0,1,"Beyoğlu, İstanbul, Turkey",Cihangir,Beyoglu,TR,Istanbul,41.03526,28.98264,241906790,Mehmet,TR,Cihangir,no,no,0.0,23,53,83,358,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Rare 2 Bedroom + Loft Townhouse on the North Shore,Townhouse,Entire home/apt,2.0,6,Real Bed,2.0,3,182,super_strict_60,341.0,300.0,215.0,0,1,"Kahuku, HI, United States",Oʻahu,Koolauloa,US,Oahu,21.69965,-157.99193,186952542,Jared,US,-,no,no,100.0,6,23,46,272,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
"Pequeno loft, atė 03 pessoas  Copacabana,posto 06.",Apartment,Entire home/apt,1.0,3,Real Bed,1.0,4,89,strict_14_with_grace_period,601.0,500.0,150.0,100,1,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Copacabana,BR,Rio De Janeiro,-22.97988904527634,-43.191434232499844,48720390,Fariza,BR,Copacabana,yes,no,75.0,24,54,84,359,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
In Oporto Center Apartment 2,Guest suite,Entire home/apt,0.0,2,Real Bed,1.0,2,1125,moderate,100.0,0.0,30.0,0,1,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PT,Porto,41.1442,-8.60532,220514058,João,PT,-,no,no,100.0,0,0,0,182,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
ARTISTIC ROOM 2 IN THE SQUARE SAINT LOUIS,House,Private room,0.0,1,Real Bed,1.0,7,1125,strict_14_with_grace_period,25.0,500.0,29.0,0,1,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,CA,Montreal,45.51795,-73.57216,242132186,Stephan,CA,Le Plateau,no,no,100.0,11,32,62,62,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
★ Bright Sydney CBD Studio Apt with Balcony 49★,Serviced apartment,Entire home/apt,0.0,2,Real Bed,1.0,1,99,flexible,161.0,0.0,40.0,0,3,"Sydney, NSW, Australia",Central Business District,Sydney,AU,Sydney,-33.87009,151.20403,15193662,Danny,"New South Wales, Australia",Pyrmont,no,no,87.0,7,33,62,63,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
罗湖/文锦渡口岸､地王万象城､东门商圈､黄贝岭地铁+1.8米大床+公寓式酒店+日租､月租､短租,Apartment,Entire home/apt,0.0,1,Real Bed,1.5,1,365,flexible,699.0,0.0,0.0,0,1,"Shenzhen Shi, Guangdong Sheng, China",,North,CN,Hong Kong,22.54476,114.13901,213928572,天熙高级商务公寓(深圳丹枫白露店),"Shenzhen, Guangdong, China",-,no,no,95.0,30,60,90,365,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Kai uli Beachfront Estate Laumilo,House,Entire home/apt,5.0,11,Real Bed,5.5,7,1125,strict_14_with_grace_period,1295.0,1000.0,685.0,0,1,"Waimanalo, HI, United States",Oʻahu,Koolaupoko,US,Oahu,21.33685,-157.6991,225939596,Alan,US,North Shore,no,no,100.0,12,29,42,231,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
A little gem in the heart of Causeway Bay,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,3,90,strict_14_with_grace_period,848.0,2000.0,350.0,500,2,"Hong Kong, 香港島, Hong Kong",Wan Chai District,Wan Chai,HK,Hong Kong,22.27776,114.18272,11407874,Cally,UK,-,no,no,100.0,1,19,49,194,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
HABITACION DOBLE DI,Apartment,Private room,1.0,1,Real Bed,2.0,1,1125,strict_14_with_grace_period,30.0,0.0,20.0,0,1,"Barcelona, Catalunya, Spain",Eixample,la Dreta de l'Eixample,ES,Barcelona,41.39844,2.17463,242355430,Mark,SE,Dreta de l'Eixample,no,no,92.0,29,59,89,364,3,7,5,4,5,6,60,2
!Luxury Studio @Central  steps from Escalator,Apartment,Entire home/apt,0.0,1,Real Bed,1.0,3,1125,moderate,950.0,3000.0,580.0,50,1,"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,HK,Hong Kong,22.28232,114.15195,242439335,Kyle,US,Soho,no,no,100.0,13,15,15,15,10,10,10,10,9,9,100,720
2-2 Design apartment close to sagrada familia,Apartment,Entire home/apt,2.0,2,Real Bed,1.0,31,1125,strict_14_with_grace_period,42.0,0.0,0.0,0,1,"Barcelona, Catalonia, Spain",Sant Martí,el Camp de l'Arpa del Clot,ES,Barcelona,41.41233,2.18216,22076771,Luis,"Barcelona, Catalonia, Spain",El Gòtic,yes,no,100.0,0,0,6,281,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Montreal downtown cando Bonaventure metro station,Apartment,Entire home/apt,1.0,2,Real Bed,1.0,1,1125,strict_14_with_grace_period,101.0,0.0,65.0,15,2,"Montréal, QC, Canada",Downtown Montreal,Le Sud-Ouest,CA,Montreal,45.48912,-73.56076,80972215,Lihua,"Montreal, Quebec, Canada",Downtown Montreal,no,no,100.0,0,0,12,12,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
SUPER Central location!!! P3,Apartment,Private room,1.0,3,Real Bed,2.0,2,1125,strict_14_with_grace_period,60.0,0.0,0.0,0,1,"Barcelona, Catalunya, Spain",Ciutat Vella,el Raval,ES,Barcelona,41.37754,2.16954,242522731,Cristinaa,ES,El Raval,no,no,100.0,8,17,22,22,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
SUPER CENTRAL + BALCONY IN RAMBLAS !!!,Apartment,Private room,1.0,2,Real Bed,1.0,1,1125,strict_14_with_grace_period,30.0,0.0,0.0,0,1,"Barcelona, Catalunya, Spain",Ciutat Vella,el Raval,ES,Barcelona,41.38243,2.17168,242531282,Cristina Y Arturo,ES,El Raval,no,no,99.0,2,4,20,20,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Plantation Home,House,Entire home/apt,2.0,2,Real Bed,1.0,2,1125,moderate,250.0,0.0,50.0,100,4,"Paia, HI, United States",Maui,Paia-Haiku,US,Maui,20.91405,-156.37692,242573769,Gordon,US,Paia,no,no,100.0,18,18,18,18,10,10,10,10,10,9,100,726
Habitación centro example,Apartment,Private room,1.0,1,Real Bed,1.0,1,1125,strict_14_with_grace_period,51.0,0.0,15.0,10,1,"Barcelona, CT, Spain",La Nova Esquerra de l'Eixample,la Nova Esquerra de l'Eixample,ES,Barcelona,41.3829,2.15686,191154364,Rodolfo,"Barcelona, Catalonia, Spain",La Nova Esquerra de l'Eixample,no,no,100.0,24,54,84,359,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Room in Ipanema at 600 m beach!,Apartment,Private room,1.0,1,Real Bed,1.0,3,30,strict_14_with_grace_period,149.0,746.0,187.0,75,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,BR,Rio De Janeiro,-22.98211845185002,-43.19839655849066,1603013,Giane,"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,no,no,100.0,20,50,80,355,9,9,9,10,10,10,96,5229
Charming room near Glories,Apartment,Private room,1.0,1,Real Bed,1.0,7,32,flexible,100.0,0.0,0.0,0,1,"Barcelona, CT, Spain",Sant Martí,Provençals del Poblenou,ES,Barcelona,41.40767,2.19404,236738743,Ileana,ES,-,no,no,0.0,29,59,89,89,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
MAX4ppl*Cozy apt*Quiet*Convenient *Safe,Apartment,Entire home/apt,0.0,2,Real Bed,1.0,1,1125,flexible,777.0,0.0,280.0,150,1,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,HK,Hong Kong,22.30164,114.17482,12471084,Ping Ping,"Hong Kong Island, Hong Kong",Tsim Sha Tsui,no,no,100.0,0,0,0,198,8,8,10,10,8,10,100,284
2 Bedroom Ocean Front Condo in North Kaanapali - Sleeps 6 - Kaanapali Shores #160,Condominium,Entire home/apt,2.0,2,Real Bed,2.0,5,28,super_strict_60,423.0,0.0,293.0,0,6,"Lahaina, HI, United States",Westside,Lahaina,US,Maui,20.95005,-156.68888,118578746,Mindy,"Lahaina, Hawaii, United States",-,yes,yes,100.0,0,0,1,115,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Modern One Bedroom Apartment in Eixample Area B142,Apartment,Entire home/apt,1.0,3,Real Bed,1.0,1,1125,strict_14_with_grace_period,197.0,300.0,55.0,0,2,"Barcelona, Spain",Eixample,l'Antiga Esquerra de l'Eixample,ES,Barcelona,41.38684,2.1529,8130906,Arina,"Barcelona, Catalonia, Spain",Dreta de l'Eixample,no,no,100.0,1,31,61,239,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
"Relaxing, Spacious, Great Location In Waikiki!",Apartment,Entire home/apt,1.0,3,Real Bed,1.0,1,365,super_strict_60,230.0,0.0,231.0,17,2,"Honolulu, HI, United States",Oʻahu,Primary Urban Center,US,Oahu,21.28583,-157.8376,74079684,Marina,"Honolulu, Hawaii, United States",-,no,no,80.0,24,54,84,359,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
"Great Location In Wakiki, Walking Distance To Beach, Shopping, Dining!",Apartment,Entire home/apt,1.0,1,Real Bed,1.0,1,365,super_strict_60,230.0,0.0,231.0,17,2,"Honolulu, HI, United States",Waikiki,Primary Urban Center,US,Oahu,21.28585,-157.83731,74079684,Marina,"Honolulu, Hawaii, United States",-,no,no,80.0,4,34,64,162,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
"Great Location In Wakiki, Walking Distance To Beach, Shopping, Dining!",Apartment,Entire home/apt,1.0,1,Real Bed,1.0,1,365,super_strict_60,230.0,0.0,231.0,17,2,"Honolulu, HI, United States",Honolulu,Primary Urban Center,US,Oahu,21.28555,-157.83923,74079684,Marina,"Honolulu, Hawaii, United States",-,no,no,80.0,0,5,35,190,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Awesome One-bedroom overlooking the Duke Kahnamoku Lagoon  A+++++,Condominium,Entire home/apt,1.0,1,Real Bed,1.0,1,365,super_strict_60,287.0,0.0,231.0,17,2,"Honolulu, HI, United States",Waikiki,Primary Urban Center,US,Oahu,21.28361,-157.8373,74079684,Marina,"Honolulu, Hawaii, United States",-,no,no,80.0,0,26,56,259,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
"Ilikai 1 Bedroom Deluxe Harbor View, Minutes to the Beach!",Condominium,Entire home/apt,1.0,3,Real Bed,1.0,1,365,super_strict_60,287.0,0.0,231.0,17,2,"Honolulu, HI, United States",Waikiki,Primary Urban Center,US,Oahu,21.28441,-157.83898,74079684,Marina,"Honolulu, Hawaii, United States",-,no,no,80.0,30,47,77,242,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Prime Waikiki Location - Spacious Studio With Full Kitchen!,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,1,365,super_strict_60,172.0,0.0,231.0,17,2,"Honolulu, HI, United States",Oʻahu,Primary Urban Center,US,Oahu,21.28632,-157.83987,74079684,Marina,"Honolulu, Hawaii, United States",-,no,no,80.0,0,3,7,124,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Private room in Plateau Montréal,Apartment,Private room,1.0,1,Real Bed,1.0,2,1125,flexible,35.0,0.0,0.0,0,1,"Montréal, Québec, Canada",Le Plateau,Le Plateau-Mont-Royal,CA,Montreal,45.52113,-73.57839,177411553,Alexander,"Whistler, British Columbia, Canada",Le Plateau,no,no,100.0,0,13,13,51,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
❤❤❤❤❤ FemaleOnly Laundry Coffee Pool Safe FunRelax,House,Shared room,1.0,4,Real Bed,1.0,1,1125,strict_14_with_grace_period,43.0,275.0,275.0,25,1,"Honolulu, HI, United States",South Shore,East Honolulu,US,Oahu,21.29825,-157.66969,240872335,Maria E,US,Hawaii Kai,no,no,100.0,30,60,90,365,2,2,2,2,2,2,20,686
(M4),Apartment,Entire home/apt,1.0,1,Real Bed,1.0,4,1125,strict_14_with_grace_period,879.0,5000.0,350.0,120,1,"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai,Wan Chai,HK,Hong Kong,22.27637,114.17522,199989585,Yvonne,"Hong Kong Island, Hong Kong",Wan Chai,no,no,70.0,18,48,78,353,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Hortes: Acogedor studio/apartamento en Poble Sec,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,32,1125,strict_14_with_grace_period,32.0,0.0,0.0,0,1,"Barcelona, Catalunya, Spain",El Poble-sec,el Poble Sec,ES,Barcelona,41.37354,2.16757,9478280,Pia Hankö,"Barcelona, Catalonia, Spain",El Gòtic,yes,no,99.0,0,0,0,61,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Plateau Mont-Royal: Condo-Loft Well situated,Condominium,Entire home/apt,0.0,1,Real Bed,1.0,1,1125,strict_14_with_grace_period,31.0,0.0,0.0,0,1,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,CA,Montreal,45.528,-73.58574,242932937,Heather,"Montreal, Quebec, Canada",Le Plateau,no,no,100.0,1,1,1,1,10,8,9,10,9,10,87,757
Private Master Room Close To Beach,Apartment,Private room,1.0,1,Real Bed,1.0,1,28,strict_14_with_grace_period,80.0,0.0,15.0,50,1,"Bondi Beach, NSW, Australia",Bondi Beach,Waverley,AU,Sydney,-33.88746,151.26621,7081955,Anja,"Sydney, New South Wales, Australia",-,yes,no,100.0,28,58,88,179,10,10,10,10,10,10,100,603
THE MOST CENTRAL LOCATION OF THE City! PL1,Apartment,Private room,1.0,2,Real Bed,2.0,2,1125,strict_14_with_grace_period,65.0,0.0,0.0,0,1,"Barcelona, Catalunya, Spain",Ciutat Vella,el Raval,ES,Barcelona,41.38294,2.165,242522731,Cristinaa,ES,El Raval,no,no,100.0,5,13,13,13,10,7,10,9,10,7,70,2
默默|sushe素舍  万象城/罗湖口岸/三地铁口/粤港美食/商旅首选一室一厅公寓,Apartment,Entire home/apt,1.0,2,Real Bed,1.0,1,1125,flexible,440.0,0.0,0.0,0,1,"Shenzhen, Guangdong, China",,North,CN,Hong Kong,22.53885,114.11222,235347809,Zhang,China,-,no,no,91.0,29,56,86,86,2,2,2,4,4,2,20,268
SWEET HOME NEXT TO SAGRADA FAMILIA,Apartment,Entire home/apt,3.0,3,Real Bed,1.0,32,1125,flexible,50.0,0.0,0.0,0,1,"Barcelona, Catalunya, Spain",La Sagrada Família,la Sagrada Família,ES,Barcelona,41.40204,2.17597,243097328,Armine,"Barcelona, Catalonia, Spain",La Sagrada Família,no,no,0.0,6,36,66,341,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
cozy room in Taksim Istanbul,Apartment,Private room,1.0,1,Real Bed,1.0,1,30,strict_14_with_grace_period,148.0,0.0,0.0,0,1,"Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,TR,Istanbul,41.03397,28.9862,2475490,Ceylan,"Istanbul, Istanbul, Turkey",Cihangir,no,no,100.0,17,42,58,86,9,9,10,10,10,9,94,109417
Small comfy en suite single room,Apartment,Private room,1.0,1,Real Bed,1.0,1,7,moderate,149.0,0.0,50.0,0,1,"Rio, Rio de Janeiro, Brazil",Laranjeiras,Laranjeiras,BR,Rio De Janeiro,-22.931686079449907,-43.18351446845545,16382065,Lis And Tarsilo,RU,-,no,no,0.0,30,60,90,365,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
ALQUILER  HABITACIONES mir,Guesthouse,Private room,1.0,1,Real Bed,1.0,32,180,strict_14_with_grace_period,16.0,350.0,45.0,0,1,"Barcelona, Catalonia, Spain",La Verneda i La Pau,la Verneda i la Pau,ES,Barcelona,41.4221,2.20658,15052431,Pilar,"Barcelona, Catalonia, Spain",Provençals del Poblenou,yes,no,100.0,30,60,90,365,9,8,9,9,8,8,72,4318
"Oceanview condo w/ a shared pool, hot tub, & tennis - nearby beach access",Condominium,Entire home/apt,2.0,3,Real Bed,2.0,1,180,strict_14_with_grace_period,167.0,0.0,120.0,0,1,"Kailua-Kona, HI, United States",Island of Hawaiʻi,North Kona,US,The Big Island,19.5937,-155.96931,111808435,Vacasa,US,Kaanapali,no,no,82.0,0,21,51,237,10,10,10,10,10,10,100,483
Luxury living in a newly build House.,Bungalow,Private room,2.0,2,Real Bed,2.0,1,31,flexible,100.0,0.0,0.0,0,1,"Denham Court, NSW, Australia",,Campbelltown,AU,Sydney,-33.98607,150.81572,108376861,Karan,"New South Wales, Australia",-,no,no,100.0,30,54,84,85,10,10,10,10,10,10,100,651
Big apartment by Barcelona's main train station,Apartment,Entire home/apt,4.0,4,Real Bed,3.0,3,1125,strict_14_with_grace_period,120.0,0.0,65.0,25,3,"Barcelona, Catalunya, Spain",Sants-Montjuïc,Hostafrancs,ES,Barcelona,41.37945,2.1438,86278272,John,"Barcelona, Catalonia, Spain",Sant Gervasi - la Bonanova,no,no,92.0,23,43,68,158,10,10,10,10,10,10,100,2
红磡五星级酒店式公寓海景房豪华装修海韵轩海湾轩 理工大嘉里酒店边维港夜景 尖沙咀海港城庙街旺角西九龙,Serviced apartment,Entire home/apt,2.0,3,Real Bed,1.0,1,1125,strict_14_with_grace_period,1751.0,1752.0,234.0,0,1,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,HK,Hong Kong,22.30222,114.18397,162933017,小莲,China,Hung Hom,no,no,97.0,12,22,49,324,10,10,10,10,10,9,95,957
Trump avm ve çağlayana yürüme mesafesinde..,Apartment,Private room,1.0,2,Real Bed,1.0,1,1125,flexible,158.0,0.0,0.0,0,1,"İstanbul, İstanbul, Turkey",Şişli,Kagithane,TR,Istanbul,41.07305,28.98768,38100109,Fatma,"Şişli, Istanbul, Turkey",-,no,no,0.0,28,58,88,363,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Amazing Duplex with Big Terrace *4BD,Apartment,Entire home/apt,4.0,4,Real Bed,2.0,2,1125,moderate,150.0,300.0,90.0,10,6,"Barcelona, Spain",Sants-Montjuïc,Hostafrancs,ES,Barcelona,41.37684,2.14369,32037490,SweetInn,"Barcelona, Catalonia, Spain",Dreta de l'Eixample,no,no,100.0,10,31,50,256,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
走路3分钟过关香港罗湖口岸100米两房一厅楼下双地铁口,Apartment,Entire home/apt,2.0,3,Real Bed,1.0,1,1125,moderate,416.0,0.0,0.0,0,1,"Shenzhen Shi, Guangdong Sheng, China",,North,CN,Hong Kong,22.5339,114.11738,164576922,炼金,China,-,no,no,100.0,19,48,76,351,10,10,10,10,10,10,100,672
Taksim Meydana 5 Dk. Mesafede 1+1 Daire,Serviced apartment,Entire home/apt,1.0,2,Real Bed,1.0,1,90,flexible,221.0,0.0,0.0,0,1,"Beyoğlu, İstanbul, Turkey",Taksim,Beyoglu,TR,Istanbul,41.04062,28.98155,217656146,Serkan,"Istanbul, Istanbul, Turkey",Taksim,no,no,100.0,30,60,90,365,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
Tai Hang Views - Prime HK 7’s location!!,Apartment,Entire home/apt,1.0,1,Real Bed,1.0,3,1125,flexible,997.0,0.0,0.0,0,1,"Hong Kong Island, Hong Kong Island, Hong Kong",Wan Chai District,Wan Chai,HK,Hong Kong,22.27965,114.19269,7967091,Chanelle,Hong Kong,-,yes,no,0.0,3,3,3,3,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
BED&BREAKFAST in the Attic / Room04,Apartment,Private room,1.0,1,Real Bed,1.0,1,3,strict_14_with_grace_period,20.0,0.0,0.0,0,1,"Barcelona, Catalunya, Spain",El Congrés i els Indians,el Congrés i els Indians,ES,Barcelona,41.42559,2.1833,234746460,Laura,"Barcelona, Catalonia, Spain",El Congrés i els Indians,no,no,98.0,0,0,18,18,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
BCN Duplex Mirò Monthly,Apartment,Entire home/apt,3.0,7,Real Bed,3.0,1,1125,strict_14_with_grace_period,89.0,300.0,100.0,0,1,"Barcelona, Barcelona, Spain",Sants-Montjuïc,Hostafrancs,ES,Barcelona,41.3712,2.14329,7053689,Lana & Alain,"Barcelona, Catalonia, Spain",Vila de Gràcia,no,no,100.0,23,53,83,358,not_available,not_available,not_available,not_available,not_available,not_available,not_available,2
